lon,lat,areaCode,areaName
126.91809,37.49371,L1100300,서울서남권
126.92915,37.55165,L1100400,서울서북권
126.94078,37.57047,L1100400,서울서북권
127.08566,37.5338,L1100200,서울동북권
126.99944,37.61172,L1100200,서울동북권
126.97611,37.52038,L1100400,서울서북권
126.94338,37.64639,L1100400,서울서북권
126.90016,37.46551,L1100300,서울서남권
126.93904,37.52489,L1100300,서울서남권
126.98736,37.55236,L1100400,서울서북권
127.03885,37.54721,L1100200,서울동북권
126.827,37.494,L1100300,서울서남권
127.02576,37.63972,L1100200,서울동북권
126.9855,37.46336,L1100300,서울서남권
124.63048,37.96611,L1014100,서해5도
126.67343,37.64279,L1010700,김포시
127.21284,37.55122,L1012800,하남시
127.0118333,37.27183333,L1011900,수원시
127.0739444,37.74602778,L1011700,의정부시
126.9204565,37.13107,L1013200,화성시
126.7665833,37.49758333,L1010600,부천시
126.9589167,37.39158333,L1012100,안양시
126.8211944,37.32430556,L1010400,안산시
127.1892778,37.23138889,L1012900,용인시
126.8664722,37.47577778,L1010200,광명시
126.9374722,37.35872222,L1012600,군포시
127.0377778,37.20605556,L1013200,화성시
127.4423889,37.275,L1013000,이천시
126.7047222,37.64683333,L1010700,김포시
127.2878333,37.41605556,L1013400,광주시
127.2919444,37.01972222,L1013100,안성시
127.2155556,37.53591667,L1012800,하남시
126.9709444,37.34172222,L1012700,의왕시
127.0657778,37.13738889,L1012400,오산시
127.6812778,37.32622222,L1013300,여주시
127.4451667,37.39877778,L1013300,여주시
127.4522222,37.50727778,L1013500,양평군
126.8333611,37.6555,L1011500,고양시
127.1529722,37.61069444,L1012300,남양주시
127.2285286,37.9312975,L1011300,포천시
126.8983333,37.44,L1010200,광명시
127.0696111,37.97125,L1011100,동두천시
127.512,37.82822222,L1011400,가평군
127.0778056,38.09361111,L1011200,연천군
127.1941806,37.52202222,L1012800,하남시
127.3057806,37.47469444,L1013400,광주시
127.1967556,37.345475,L1013400,광주시
127.4039389,37.36640278,L1013400,광주시
127.3601111,37.24611111,L1013000,이천시
127.4823056,37.16913889,L1013000,이천시
127.5412417,37.3327,L1013300,여주시
127.6625722,37.20612778,L1013300,여주시
127.5451083,37.20171944,L1013300,여주시
127.533325,37.39278889,L1013300,여주시
127.1944778,37.05979167,L1013100,안성시
127.2592222,36.94306944,L1013100,안성시
127.4770111,37.0906,L1013100,안성시
127.2633861,37.08270833,L1013100,안성시
127.0648972,37.06644167,L1012500,평택시
126.8534889,36.98447778,L1012500,평택시
127.1861361,37.84861389,L1011300,포천시
127.27225,38.08660556,L1011300,포천시
127.2511972,38.15774722,L1011300,포천시
127.2904314,37.90134222,L1011300,포천시
127.0439528,37.90553056,L1011100,동두천시
127.0148889,38.05586111,L1011200,연천군
126.8863056,37.97905556,L1011200,연천군
126.9949444,38.04469444,L1011200,연천군
126.7160889,37.80241389,L1011800,파주시
126.8512417,37.77626667,L1011800,파주시
126.7870639,37.92596944,L1011800,파주시
127.3164778,37.64657222,L1012300,남양주시
127.4946917,37.67618889,L1011400,가평군
127.4143944,37.73474722,L1011400,가평군
126.5838672,37.646345,L1010700,김포시
126.7411667,37.21497222,L1013200,화성시
126.7109167,37.16375,L1013200,화성시
127.11,38.0244444,L1011200,연천군
127.0208333,38.0822222,L1011200,연천군
126.8575,37.4217,L1010200,광명시
127.00398,36.72266,L1030400,아산시
127.24064,36.53152,L1031800,세종시
127.16254,36.98062,L1013100,안성시
127.26876,36.45853,L1031800,세종시
128.85147,37.57516,L1026020,강릉시산간
128.51447,37.87925,L1026020,홍천군산간
127.02354,38.13608,L1011200,연천군
126.47015,37.66571,L1010900,강화군
125.69819,37.65891,L1014100,서해5도
126.29164,37.78944,L1010900,강화군
126.71193,37.90804,L1011800,파주시
127.18073,37.87035,L1011300,포천시
127.34543,37.82439,L1011400,가평군
126.77693,37.74823,L1011800,파주시
127.14358,38.02479,L1011300,포천시
126.36093,37.46649,L1010800,인천광역시
126.95015,37.45284,L1100300,서울서남권
126.90705,37.52706,L1100300,서울서남권
126.69047,37.55498,L1010800,인천광역시
126.66209,37.39684,L1010800,인천광역시
126.14495,37.22721,L1013600,옹진군
126.5787,37.23767,L1010400,안산시
126.77389,37.08453,L1013200,화성시
127.25017,37.00371,L1013100,안성시
128.4745,38.38537,L1020610,고성군평지
128.1211,38.26958,L1025020,양구군산간
127.51941,38.07545,L1021400,화천군
128.51818,38.16705,L1025020,속초시산간
128.6026,38.14373,L1020710,양양군평지
127.9838,37.78712,L1021510,홍천군평지
128.82139,37.89848,L1020110,강릉시평지
128.92477,37.78579,L1020110,강릉시평지
128.37725,37.61234,L1020910,평창군평지
128.39469,37.37748,L1020910,평창군평지
128.64126,37.21108,L1021010,정선군평지
129.28585,37.14156,L1020410,삼척시평지
130.8118,37.5151,L1072100,울릉도독도
127.55219,37.89807,L1011400,가평군
127.07349,37.73476,L1011700,의정부시
127.48073,37.32777,L1013000,이천시
127.61058,37.121,L1013000,이천시
128.18265,37.71701,L1021510,홍천군평지
127.97242,37.4876,L1021100,횡성군
128.84589,37.48323,L1027020,정선군산간
127.10301,38.17254,L1011200,연천군
127.36571,38.02415,L1011300,포천시
126.892,37.6373,L1011500,고양시
127.15055,37.63405,L1012300,남양주시
127.38017,37.68414,L1011400,가평군
126.54958,37.499,L1010800,인천광역시
126.6544,37.18565,L1013200,화성시
126.83848,37.28103,L1010400,안산시
127.2592,37.43529,L1013400,광주시
127.75488,37.41593,L1013500,양평군
127.63956,37.26883,L1013300,여주시
127.22178,37.27011,L1012900,용인시
127.04873,37.18787,L1012400,오산시
127.10879,36.98769,L1012500,평택시
127.42449,38.27219,L1021300,철원군
128.42813,38.49235,L1020610,고성군평지
128.43713,38.21439,L1025020,고성군산간
127.70285,38.09638,L1021400,화천군
127.98527,38.09799,L1021710,양구군평지
128.31862,37.95263,L1025020,인제군산간
127.70066,37.68614,L1021510,홍천군평지
128.39728,37.77805,L1026020,홍천군산간
128.56447,37.64794,L1026020,평창군산간
128.15275,37.58219,L1021100,횡성군
128.26942,37.27534,L1020800,영월군
128.6828,37.46356,L1021010,정선군평지
126.77795,37.39154,L1010500,시흥시
128.81924,37.85155,L1020110,강릉시평지
126.93176,37.95332,L1011800,파주시
127.31349,37.95875,L1011300,포천시
127.15698,37.58224,L1012200,구리시
126.64233,37.6232,L1010800,인천광역시
126.82094,37.19525,L1013200,화성시
127.12476,37.42093,L1012000,성남시
127.71352,37.55821,L1013500,양평군
127.58711,37.3694,L1013300,여주시
127.18766,37.1058,L1012900,용인시
127.36632,37.12966,L1012900,용인시
126.33654,37.53411,L1013600,옹진군
126.26628,36.3012,L1031400,보령시
128.9133,37.36684,L1027020,삼척시산간
129.02888,37.61345,L1020110,강릉시평지
128.77441,37.11663,L1020800,영월군
128.07993,37.23146,L1021200,원주시
128.1551,37.46463,L1021100,횡성군
128.0742,37.95996,L1021810,인제군평지
127.87694,38.03209,L1021600,춘천시
127.95329,38.22642,L1021710,양구군평지
127.64289,37.79066,L1021600,춘천시
126.79026,37.70236,L1011500,고양시
127.00249,37.44028,L1010300,과천시
128.05047,37.41554,L1021200,원주시
127.74866,37.23162,L1021200,원주시
128.54069,38.00731,L1025020,양양군산간
128.21,38.2533,L1025020,인제군산간
128.37415,38.26414,L1025020,고성군산간
128.49325,38.07699,L1025020,양양군산간
128.44108,37.54548,L1020910,평창군평지
126.9905,37.83118,L1011600,양주시
127.16977,37.76172,L1011300,포천시
127.58973,36.97369,L1041100,음성군
128.3669,36.98552,L1041200,단양군
127.4625,36.8634,L1041000,진천군
127.77758,36.81612,L1040400,괴산군
127.59655,36.29994,L1040600,옥천군
127.75981,36.16313,L1040700,영동군
126.38808,37.01061,L1031300,서산시
126.13541,36.67309,L1031100,태안군
126.64512,36.62774,L1031600,홍성군
126.35623,36.33796,L1031400,보령시
126.44237,36.52003,L1031600,홍성군
127.2836,36.5722,L1031800,세종시
127.13646,36.48284,L1030300,공주시
126.70411,36.06248,L1031500,서천군
127.10815,36.21164,L1030500,논산시
126.61739,36.88936,L1031200,당진시
127.1561,36.87817,L1030200,천안시
126.77906,36.42371,L1030900,청양군
127.70241,36.92297,L1041100,음성군
127.90353,37.07371,L1040800,충주시
128.21421,36.97325,L1040900,제천시
128.00791,36.83909,L1040800,충주시
127.562,36.7956,L1041300,증평군
127.6571,36.62436,L1040100,청주시
127.8167,36.51724,L1040300,보은군
127.81538,36.37052,L1040600,옥천군
126.29641,36.75851,L1031100,태안군
126.81437,36.74213,L1031000,예산군
127.20047,36.69076,L1031800,세종시
127.79974,37.04557,L1040800,충주시
126.61535,37.34775,L1010800,인천광역시
126.93356,36.54069,L1030300,공주시
127.09383,36.55114,L1030300,공주시
126.86536,36.84578,L1030400,아산시
126.86024,36.1319,L1030800,부여군
127.2407,36.3132,L1031700,계룡시
126.80557,36.89376,L1031200,당진시
128.48473,37.08348,L1041200,단양군
128.14564,36.90433,L1040900,제천시
127.86167,36.67106,L1040400,괴산군
127.52399,36.54612,L1040100,청주시
127.40609,36.3105,L1030100,대전광역시
127.49378,36.34019,L1030100,대전광역시
127.09004,36.13662,L1030500,논산시
126.51099,36.57887,L1031600,홍성군
126.52845,36.17406,L1031500,서천군
127.69238,36.12504,L1040700,영동군
127.43821,36.41347,L1030100,대전광역시
126.75072,37.47223,L1010800,인천광역시
127.27737,38.27264,L1021300,철원군
127.2057,38.27717,L1021300,철원군
127.07267,37.98998,L1011200,연천군
126.30761,37.25404,L1013600,옹진군
124.72912,37.76024,L1014100,서해5도
126.19222,37.67085,L1010900,강화군
126.50213,36.32435,L1031400,보령시
126.12143,36.7683,L1031100,태안군
127.2057,36.343,L1031700,계룡시
128.37762,37.56197,L1020910,평창군평지
128.40245,38.54385,L1020610,고성군평지
126.29695,37.17064,L1013600,옹진군
125.78691,36.92863,L1013600,옹진군
126.45838,37.22468,L1013600,옹진군
126.42521,37.39043,L1010800,인천광역시
126.16832,36.95872,L1031100,태안군
126.0093,36.6476,L1031100,태안군
126.07583,36.2292,L1031400,보령시
128.62966,38.08725,L1020710,양양군평지
128.5936,38.19091,L1020510,속초시평지
126.48836,35.44236,L1060100,고창군
128.7175,35.28223,L1080900,김해시
128.82141,37.21963,L1027020,정선군산간
127.52769,37.78978,L1021600,춘천시
127.42985,36.9906,L1041000,진천군
128.77862,37.72484,L1026020,강릉시산간
128.77297,37.61045,L1026020,강릉시산간
127.84468,38.21277,L1021400,화천군
127.81168,38.24379,L1021300,철원군
127.8647,38.2806,L1021300,철원군
127.2528,35.1262,L1050400,곡성군
126.93914,35.26878,L1050300,담양군
126.89853,35.10082,L1050100,광주광역시
127.13944,35.33613,L1061000,순창군
126.95652,36.38617,L1030900,청양군
126.9245,38.0404,L1011200,연천군
127.44011,36.72319,L1040100,청주시
126.60936,36.70435,L1031000,예산군
127.43197,38.11619,L1021400,화천군
129.08614,37.34661,L1027020,삼척시산간
125.91828,34.25059,L1052300,진도군
126.2851,35.0938,L1051800,무안군
126.46108,34.98378,L1051800,무안군
125.9682,36.12508,L1060300,군산시
127.67192,36.004,L1060700,무주군
127.43743,35.76036,L1060600,진안군
126.47755,35.62095,L1060200,부안군
126.97266,35.31021,L1050300,담양군
126.20839,35.05796,L1052200,신안군(흑산면제외)
126.74524,35.12886,L1050100,광주광역시
127.46184,35.19739,L1050500,구례군
126.74397,35.02504,L1050200,나주시
126.9898,34.89711,L1050700,화순군
127.51006,34.94422,L1051200,순천시
127.58259,34.97507,L1051100,광양시
126.02868,34.87909,L1052200,신안군(흑산면제외)
126.03198,34.63066,L1052200,신안군(흑산면제외)
126.30976,34.42749,L1052300,진도군
126.03646,34.33303,L1052300,진도군
126.3977,35.8088,L1060300,군산시
126.54991,34.15486,L1051600,완도군
127.02825,34.33904,L1051600,완도군
126.92875,35.13681,L1050100,광주광역시
127.30898,34.02792,L1052600,거문도초도
126.30157,33.95783,L1091000,추자도
126.95414,33.52289,L1090800,제주도동부
126.26786,33.12206,L1090600,제주도서부
126.39293,33.40986,L1090700,제주도북부
126.7611,35.2794,L1050600,장성군
126.68634,34.81666,L1051700,영암군
127.09209,34.76192,L1050900,보성군
126.8917,36.0461,L1061100,익산시
127.24573,35.98551,L1060500,완주군
127.77306,35.89424,L1060700,무주군
126.78401,35.84679,L1060400,김제시
126.87765,35.80905,L1060400,김제시
126.69981,35.59893,L1060200,부안군
126.54668,35.52254,L1060100,고창군
126.98515,35.05671,L1050700,화순군
126.33064,34.93889,L1051800,무안군
125.94688,34.77258,L1052200,신안군(흑산면제외)
126.43646,34.67254,L1051500,해남군
126.70479,34.69976,L1051400,강진군
126.5159,34.38184,L1051500,해남군
126.85801,34.18292,L1051600,완도군
127.3631,34.83694,L1050900,보성군
127.12715,34.53471,L1050800,고흥군
127.62556,34.63079,L1051000,여수시
126.70904,33.48209,L1090700,제주도북부
126.30599,33.30456,L1090900,제주도남부
126.4959,33.39304,L1090500,제주도산간
126.52732,35.06037,L1051900,함평군
127.08534,35.1596,L1050700,화순군
126.28199,35.60152,L1060200,부안군
127.43596,35.97436,L1060600,진안군
127.57117,35.83519,L1060600,진안군
127.57826,35.37162,L1061400,남원시
126.9327,35.42739,L1061000,순창군
126.93462,35.65081,L1061200,정읍시
127.12611,35.51978,L1060900,임실군
127.062,36.0592,L1061100,익산시
127.14143,35.67359,L1060900,임실군
127.13448,34.89234,L1050900,보성군
127.71496,34.84946,L1051000,여수시
127.39745,34.58853,L1050800,고흥군
127.28531,35.28886,L1050400,곡성군
126.38336,35.19932,L1052000,영광군
126.82781,34.94759,L1050200,나주시
126.14463,34.72693,L1052200,신안군(흑산면제외)
126.23964,34.53208,L1052300,진도군
126.63593,34.7085,L1051700,영암군
126.46618,34.81747,L1051800,무안군
126.63538,35.1777,L1051900,함평군
126.55307,34.46671,L1051500,해남군
126.93462,34.55633,L1051300,장흥군
126.8218,34.79594,L1051300,장흥군
126.25809,33.39268,L1090600,제주도서부
126.70438,33.27718,L1090900,제주도남부
126.8777,33.5199,L1090800,제주도동부
126.6194,33.38514,L1090500,제주도산간
126.84077,35.23027,L1050100,광주광역시
126.61258,34.87718,L1051700,영암군
126.6763,34.46383,L1051500,해남군
127.73992,34.60319,L1051000,여수시
127.31716,34.50672,L1050800,고흥군
126.88132,35.13159,L1050100,광주광역시
126.2929,34.87643,L1052200,신안군(흑산면제외)
127.46735,34.53258,L1050800,고흥군
127.58376,35.26621,L1050500,구례군
126.81682,33.3536,L1090800,제주도동부
126.22626,33.24101,L1090600,제주도서부
127.42739,35.10066,L1051200,순천시
127.13899,35.27532,L1050400,곡성군
127.24476,34.23775,L1052600,거문도초도
125.29953,34.39498,L1052500,흑산도홍도
125.19236,34.68551,L1052500,흑산도홍도
126.13762,35.20218,L1052000,영광군
129.44368,36.72566,L1072310,울진군평지
129.088,36.62497,L1071910,영양군평지
129.34008,36.75743,L1072310,울진군평지
128.81147,36.3947,L1071700,의성군
129.33921,36.19056,L1072400,포항시
129.09434,36.17929,L1072400,포항시
128.2903,36.23336,L1070300,구미시
128.69318,36.17966,L1070600,군위군
129.56673,36.07597,L1072400,포항시
127.97919,35.93544,L1071100,김천시
128.29851,35.92553,L1070900,성주군
129.20929,35.86299,L1072500,경주시
128.28214,35.69603,L1070800,고령군
128.73183,35.65404,L1070700,청도군
128.66103,36.97916,L1071600,영주시
128.46461,36.65996,L1071400,예천군
129.5475,35.9831,L1072400,포항시
129.22123,36.78268,L1075020,영양군산간
128.14792,36.70781,L1071300,문경시
128.88641,36.65875,L1071500,안동시
128.52665,36.54819,L1071500,안동시
128.07393,36.28187,L1071200,상주시
128.10165,36.08128,L1071100,김천시
128.55577,36.24934,L1070600,군위군
128.50008,36.0956,L1071000,칠곡군
128.3813,36.03977,L1071000,칠곡군
128.79003,36.04709,L1070400,영천시
128.743,35.82425,L1070500,경산시
128.42384,35.69018,L1070100,대구광역시
129.31815,35.71214,L1072500,경주시
129.19957,36.06887,L1072400,포항시
128.99708,37.04012,L1075020,봉화군산간
128.42855,36.39066,L1071700,의성군
128.04189,36.53829,L1071200,상주시
127.94422,36.44123,L1071200,상주시
128.71601,36.89316,L1072010,봉화군평지
128.89548,36.27948,L1071800,청송군
128.6429,36.8268,L1071600,영주시
128.27046,36.79066,L1071300,문경시
128.89544,36.45834,L1071500,안동시
128.8144,35.9125,L1070500,경산시
128.91106,36.08494,L1070400,영천시
129.011,35.7576,L1072500,경주시
129.25013,36.93611,L1075020,울진군산간
129.35859,36.43551,L1072200,영덕군
128.59068,35.90842,L1070100,대구광역시
128.53095,35.86509,L1070100,대구광역시
128.46649,36.27625,L1070600,군위군
128.89534,35.67916,L1070700,청도군
128.3871,36.54689,L1071400,예천군
129.49062,35.78471,L1072500,경주시
129.35206,37.05137,L1072310,울진군평지
129.426,37.0606,L1072310,울진군평지
128.62129,36.01827,L1071000,칠곡군
129.13357,35.49528,L1080300,울산광역시
126.26833,33.1733,L1090600,제주도서부
127.59815,35.1018,L1051100,광양시
126.71737,34.29995,L1051600,완도군
126.17006,34.42956,L1052300,진도군
129.36576,35.76129,L1072500,경주시
128.61903,35.88515,L1070100,대구광역시
126.77811,33.56233,L1090800,제주도동부
126.77919,33.47056,L1090800,제주도동부
126.43165,33.47688,L1090700,제주도북부
127.15497,35.82149,L1061300,전주시
126.52202,33.45766,L1090700,제주도북부
126.59777,33.43023,L1090500,제주도산간
126.53052,33.37688,L1090500,제주도산간
126.49804,33.37599,L1090500,제주도산간
126.4964,33.34832,L1090500,제주도산간
126.55571,33.36978,L1090500,제주도산간
126.51811,33.3623,L1090500,제주도산간
127.75642,35.31924,L1081600,산청군
127.9702,37.2557,L1021200,원주시
127.2053,38.221,L1021300,철원군
128.4606,38.1211,L1025020,양양군산간
129.16819,37.45341,L1020410,삼척시평지
127.80486,37.31339,L1021200,원주시
129.09609,37.22379,L1027020,삼척시산간
128.67959,37.66048,L1026020,강릉시산간
126.32372,33.33281,L1090600,제주도서부
126.52952,35.73017,L1060200,부안군
126.60423,35.25179,L1050600,장성군
126.35989,33.36233,L1090700,제주도북부
126.5176,33.25927,L1090900,제주도남부
126.67846,33.33143,L1090900,제주도남부
126.59117,35.95048,L1060300,군산시
127.49078,36.46267,L1040100,청주시
126.97652,37.50036,L1100300,서울서남권
126.63584,33.3145,L1090900,제주도남부
126.85127,33.45011,L1090800,제주도동부
129.14356,35.62027,L1080300,울산광역시
129.43531,35.48678,L1080300,울산광역시
127.81897,35.24229,L1081600,산청군
128.51486,35.40387,L1081300,창녕군
128.96753,35.13695,L1080100,부산광역시
129.04288,35.4414,L1080500,양산시
127.64269,35.23236,L1081500,하동군
128.06313,34.93211,L1082100,사천시
128.7537,35.11221,L1080600,창원시
128.73825,34.78774,L1082200,거제시
128.57715,34.64893,L1082000,통영시
127.77836,35.52627,L1081700,함양군
127.98155,34.7238,L1082400,남해군
127.71556,35.63763,L1081700,함양군
128.10178,35.41353,L1081900,합천군
127.96696,35.31111,L1081600,산청군
128.06768,35.03694,L1082100,사천시
128.33089,34.99052,L1082300,고성군
128.47669,35.55142,L1081300,창녕군
128.39942,35.29613,L1081200,함안군
128.83141,34.99308,L1080100,부산광역시
128.92911,35.48645,L1081000,밀양시
129.25113,35.27505,L1080100,부산광역시
129.36028,35.35866,L1080300,울산광역시
128.82299,35.37435,L1080900,김해시
128.47483,35.12624,L1080600,창원시
128.88365,35.58197,L1081000,밀양시
128.30701,35.11369,L1082300,고성군
128.23814,34.80992,L1082000,통영시
128.27352,34.62231,L1082000,통영시
127.76664,35.06058,L1081500,하동군
127.83238,34.99676,L1081500,하동군
127.92848,35.2214,L1081400,진주시
128.34114,35.56979,L1081900,합천군
128.2023,35.33263,L1081100,의령군
129.16235,35.17611,L1080100,부산광역시
129.01929,35.15888,L1080100,부산광역시
129.10348,35.2932,L1080100,부산광역시
129.09013,35.20914,L1080100,부산광역시
129.00258,35.21304,L1080100,부산광역시
129.08841,35.11863,L1080100,부산광역시
129.37528,35.66738,L1080300,울산광역시
128.57005,35.38516,L1081300,창녕군
127.9901,35.53452,L1081900,합천군
127.81826,35.78,L1081800,거창군
128.5908,34.72193,L1082200,거제시
127.83448,35.31074,L1081600,산청군
129.4412,35.6375,L1080300,울산광역시
128.98393,35.09004,L1080100,부산광역시
126.90733,35.50869,L1061200,정읍시
128.67977,34.99839,L1082200,거제시
129.36011,35.43103,L1080300,울산광역시
126.533,33.35236111,L1090500,제주도산간
33.49962,126.53224,L1091100,제주도북부중간산
33.25412,126.5603,L1091200,제주도남부중간산
37.470755,129.569743,S1151300,강원남부앞바다
37.329752,129.289698,S2120700,강원남부앞바다중 연안바다
38.417504,128.640454,S1151100,강원북부앞바다
38.33474,128.544936,S2120600,강원북부앞바다중 연안바다
37.888892,129.030578,S1151200,강원중부앞바다
37.818983,128.917595,S2120500,강원중부앞바다중 연안바다
34.855369,128.765019,S1311400,거제시동부앞바다
34.89247,128.715425,S2320200,거제시동부앞바다중 연안바다
34.676838,127.983289,S1311200,경남서부남해앞바다
34.6636815,128.087087,S2310600,경남서부남해앞바다중 남부평수구역
34.807857,128.126775,S2320300,경남서부남해앞바다중 남해군연안바다
34.729202,128.301622,S2310400,경남서부남해앞바다중 동부평수구역
34.619645,128.09347,S2310500,경남서부남해앞바다중 서부평수구역
34.970547,128.788565,S1311300,경남중부남해앞바다
35.073298,128.684916,S2320800,경남중부남해앞바다중 연안바다
34.800501,128.886759,S2310300,경남중부남해앞바다중 평수구역
